1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_No,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Av,BsmtExposure_None,BsmtFinType1_GLQ,BsmtFinType1_ALQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType1_BLQ,BsmtFinType1_None,BsmtFinType1_LwQ,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa
1146,0.0,3.0,786,82,0.0,438,2003.0,1146,9590,73.0,442.0,22,5,7,868,0.0,2003,2003,187500,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1153,878.0,3.0,252,901,0.0,541,1998.0,2031,11404,75.0,202.0,84,5,7,1153,0.0,1998,1999,222500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1144,0.0,3.0,594,270,0.0,264,1961.0,1144,10000,80.0,0.0,0,6,5,864,0.0,1961,1983,131400,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
948,0.0,3.0,0,948,0.0,300,1968.0,948,8978,70.6832298136646,0.0,0,5,5,948,0.0,1968,1968,108000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
880,888.0,2.0,390,490,0.0,320,1914.0,1768,10800,60.0,0.0,341,7,7,880,0.0,1914,1970,163000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1040,0.0,2.0,0,0,0.0,400,1949.0,1040,8544,60.0,0.0,0,4,3,0,0.0,1950,1950,93500,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
901,900.0,3.0,0,893,0.0,800,2005.0,1801,10463,72.0,0.0,116,5,8,893,0.0,2005,2005,239900,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
864,864.0,2.866718628215121,0,864,0.0,572,2004.0,1728,9313,65.0,0.0,56,5,7,864,0.0,2004,2004,190000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
768,664.0,2.0,0,264,0.0,360,1910.0,1432,9600,60.0,0.0,0,7,5,264,0.0,1910,2002,132000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
912,0.0,3.0,832,80,0.0,288,1962.0,912,6768,65.0,0.0,0,8,6,912,0.0,1961,1996,142000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1349,0.0,3.0,0,1349,0.0,539,2000.0,1349,8450,65.0,108.0,55,5,7,1349,0.0,2000,2001,179000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1464,0.0,3.0,444,76,0.0,480,1997.0,1464,12886,70.0,0.0,0,6,5,520,0.0,1963,1999,175000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1337,0.0,2.0,733,604,0.0,462,1993.0,1337,5395,41.0,0.0,0,5,8,1337,0.0,1993,1993,180000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1175,1540.0,4.0,575,487,0.0,831,1994.0,2715,8963,70.6832298136646,289.0,204,9,8,1142,0.0,1976,1996,299800,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
980,1276.0,4.0,300,652,0.0,554,2000.0,2256,8795,70.6832298136646,0.0,54,5,7,952,0.0,2000,2000,236000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1320,1320.0,4.0,0,1240,0.0,864,1950.0,2640,11700,65.0,0.0,0,7,7,1240,0.0,1880,2003,265979,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1720,354.7066974595843,3.0,919,801,0.0,527,1996.0,1720,10593,59.0,338.0,56,5,7,1720,0.0,1996,1996,260400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1088,441.0,4.0,0,0,0.0,240,1945.0,1529,8405,50.0,0.0,0,3,4,0,0.0,1945,1950,98000,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
660,660.0,3.0,0,660,0.0,400,2003.0,1320,7750,70.6832298136646,0.0,48,5,7,660,0.0,2003,2003,162000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1494,0.0,3.0,1200,279,0.0,576,1997.0,1494,9236,79.0,0.0,27,5,6,1479,0.0,1997,1997,217000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1038,1060.0,2.866718628215121,0,1030,0.0,878,2005.0,2098,10240,80.0,178.0,52,5,8,1030,0.0,2005,2005,275500,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1026,354.7066974595843,3.0,439,115,0.0,440,1969.0,1026,7930,61.0,0.0,48,8,6,1026,0.0,1969,2005,156000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
742,729.0,3.0,381,348,0.0,440,1999.0,1471,3230,34.0,894.0,24,5,6,729,0.0,1999,1999,172500,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
866,902.0,3.0,20,846,0.0,578,2007.0,1768,10769,68.0,0.0,105,5,8,866,0.0,2007,2007,212000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
672,714.0,3.0,438,234,0.0,440,1978.0,1386,11616,70.6832298136646,328.0,0,5,6,672,0.0,1978,1978,158900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
757,354.7066974595843,2.866718628215121,549,195,0.0,440,1999.0,1501,2280,24.0,360.0,0,5,7,744,0.0,1999,1999,179400,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1328,1203.0,4.0,56,1198,0.0,752,1995.0,2531,12257,65.0,513.0,98,5,8,1318,0.0,1995,1995,290000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
864,0.0,2.0,612,252,0.0,300,2008.0,864,9100,70.0,0.0,0,6,6,864,0.0,1959,1959,127500,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1301,0.0,2.0,405,740,0.0,440,1965.0,1301,6911,60.0,0.0,0,5,5,1145,0.0,1924,1950,100000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
764,783.0,3.0,24,732,0.0,614,2009.0,1547,8640,72.0,0.0,45,5,7,756,0.0,2009,2009,215200,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1268,1097.0,2.866718628215121,1163,89,0.0,856,1999.0,2365,9430,82.0,673.0,128,5,8,1252,0.0,1999,1999,337000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1494,0.0,2.866718628215121,437,0,0.0,481,1995.0,1494,9549,30.0,0.0,30,5,8,1494,0.0,1995,1996,270000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1506,0.0,2.0,0,1498,0.0,592,2008.0,1506,14587,75.0,284.0,174,5,9,1498,0.0,2008,2008,264132,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
980,734.0,2.866718628215121,394,586,0.0,496,1988.0,1714,10421,80.0,42.0,66,5,7,980,0.0,1988,1988,196500,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
983,767.0,4.0,660,323,0.0,423,1989.0,1750,12508,75.0,0.0,0,7,6,983,0.0,1940,1985,160000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1836,0.0,3.0,24,1836,0.0,484,2004.0,1836,9100,70.0,0.0,33,5,7,1860,0.0,2004,2005,216837,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1690,1589.0,4.0,1416,234,0.0,841,2003.0,3279,53504,47.0,603.0,36,5,8,1650,0.0,2003,2003,538000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
858,0.0,2.0,685,173,0.0,576,1983.0,858,7252,70.6832298136646,0.0,0,5,5,858,120.0,1982,1982,134900,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1220,0.0,2.0,836,0,0.0,396,1951.0,1220,8877,67.0,0.0,0,5,4,836,0.0,1951,1951,102000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1117,0.0,3.0,422,480,0.0,672,1976.0,1117,7819,94.0,0.0,0,5,6,1029,0.0,1976,1976,107000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
912,0.0,2.0,456,456,0.0,275,1958.0,912,10150,70.0,1.0,0,5,5,912,0.0,1958,1958,114500,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1973,0.0,3.0,0,1935,0.0,895,2006.0,1973,14226,110.0,375.0,45,5,8,1935,0.0,2006,2006,395000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1204,0.0,2.0,866,338,0.0,412,1998.0,1204,4500,32.0,320.0,247,5,6,1204,0.0,1998,1998,162000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1614,0.0,3.0,20,1594,0.0,865,2005.0,1614,11210,86.0,240.0,59,5,7,1614,0.0,2005,2006,221500,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
894,0.0,3.0,762,102,0.0,440,1974.0,894,13350,100.0,0.0,0,5,5,864,0.0,1974,1974,142500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2020,0.0,4.0,0,0,0.0,630,1977.0,2020,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1004,0.0,2.0,975,0,0.0,504,1977.0,1004,10530,78.0,90.0,0,5,6,975,0.0,1977,1977,135000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1253,0.0,3.0,0,1237,0.0,402,1995.0,1253,7875,63.0,38.0,21,5,7,1237,0.0,1995,1996,176000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
810,354.7066974595843,3.0,387,374,0.0,484,1992.0,1603,7153,65.0,0.0,124,5,6,761,0.0,1992,1992,175900,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1430,0.0,3.0,0,1413,0.0,605,2001.0,1430,16285,67.0,0.0,33,5,7,1413,0.0,2001,2002,187100,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1110,0.0,2.866718628215121,1097,0,0.0,602,1978.0,1110,9101,70.6832298136646,104.0,30,6,5,1097,0.0,1978,1978,165500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1342,0.0,3.0,251,491,0.0,457,1967.0,1342,9790,70.6832298136646,0.0,0,5,6,1372,0.0,1967,1967,161500,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
966,686.0,4.0,686,0,0.0,416,1961.0,1652,10800,60.0,0.0,0,6,5,686,0.0,1915,1950,139000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
956,1128.0,4.0,656,300,0.0,618,2004.0,2084,10142,76.0,0.0,45,5,7,956,0.0,2004,2004,233000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
901,0.0,2.0,0,901,0.0,281,1954.0,901,6000,50.0,0.0,0,7,4,901,0.0,1954,2000,107900,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
976,1111.0,5.0,568,264,0.0,444,1966.0,2087,12205,70.6832298136646,157.0,168,8,6,832,0.0,1966,2007,187500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1145,0.0,2.0,16,1129,0.0,397,2005.0,1145,3182,43.0,11.0,16,5,7,1145,0.0,2005,2006,160200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1062,0.0,3.0,539,490,0.0,539,1976.0,1062,11333,70.6832298136646,0.0,0,5,6,1029,120.0,1976,1976,146800,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1127,886.0,3.0,862,255,0.0,455,1997.0,2013,9920,92.0,0.0,130,5,7,1117,0.0,1996,1997,269790,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1496,0.0,2.866718628215121,0,1496,0.0,474,2007.0,1496,9158,76.0,140.0,130,5,8,1496,0.0,2007,2007,225000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1086,809.0,3.0,0,712,0.0,409,1994.0,1895,10832,70.6832298136646,0.0,46,5,7,712,0.0,1994,1996,194500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
888,676.0,3.0,0,650,0.0,476,1980.0,1564,8400,70.0,130.0,50,6,6,650,0.0,1980,1981,171000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1285,0.0,3.0,0,660,0.0,528,1977.0,1285,8197,71.0,148.0,0,5,6,660,0.0,1977,1977,143500,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
773,0.0,2.0,570,203,0.0,240,1953.0,773,7677,57.0,0.0,0,5,5,773,0.0,1953,1953,110000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1966,1174.0,4.0,0,1926,0.0,820,2009.0,3140,13518,104.0,860.0,78,5,9,1926,0.0,2008,2009,485000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
981,787.0,3.0,569,162,0.0,240,1939.0,1768,7200,60.0,252.0,0,7,5,731,0.0,1937,1950,175000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
616,1072.0,4.0,462,154,185.0,603,1997.0,1688,12798,79.0,0.0,114,5,6,616,0.0,1997,1997,200000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1196,0.0,2.0,197,999,0.0,440,1957.0,1196,4800,40.0,0.0,0,7,4,1196,0.0,1916,1990,109900,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
728,728.0,3.0,648,80,0.0,410,2005.0,1456,8199,63.0,0.0,18,5,7,728,36.0,2005,2005,189000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1734,1088.0,2.866718628215121,0,1734,0.0,1020,2009.0,2822,13891,107.0,424.0,170,5,9,1734,0.0,2008,2009,582933,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1128,0.0,2.0,812,124,0.0,286,1954.0,1128,9000,75.0,0.0,0,5,5,936,0.0,1954,1954,118000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1428,0.0,3.0,0,1417,0.0,554,2008.0,1428,12274,91.0,256.0,60,5,7,1417,0.0,2008,2008,227680,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
980,354.7066974595843,3.0,400,100,0.0,384,1967.0,980,9750,75.0,0.0,0,5,5,980,0.0,1967,1967,135500,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1072,504.0,2.866718628215121,1309,15,0.0,528,1923.0,1576,21384,144.0,0.0,312,6,5,1324,0.0,1923,2004,223500,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1086,0.0,3.0,516,380,0.0,484,1966.0,1086,13400,85.0,1047.0,0,5,5,1024,0.0,1966,1966,159950,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1075,1063.0,2.0,0,849,0.0,360,1910.0,2138,8100,90.0,0.0,156,5,5,849,0.0,1898,1965,106000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1309,0.0,3.0,663,0,0.0,484,1974.0,1309,10140,78.0,99.0,0,6,6,1040,0.0,1974,1999,181000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
848,0.0,1.0,662,186,0.0,420,2004.0,848,4438,70.6832298136646,169.0,0,5,6,848,0.0,2004,2004,144500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1044,0.0,2.0,0,540,0.0,504,1952.0,1044,8712,66.0,0.0,0,5,5,540,0.0,1952,1952,55993,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1442,0.0,4.0,608,834,0.0,301,1958.0,1442,9750,75.0,243.0,0,6,6,1442,0.0,1958,1958,157900,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
686,564.0,3.0,0,686,0.0,280,1955.0,1250,8248,45.0,0.0,0,7,5,686,0.0,1918,1950,116000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1661,0.0,3.0,0,1649,0.0,598,1998.0,1661,12137,48.0,442.0,34,5,7,1649,0.0,1998,1998,224900,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1008,0.0,2.0,486,522,0.0,275,1954.0,1008,11425,70.6832298136646,0.0,0,6,5,1008,0.0,1954,1954,137000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1689,0.0,3.0,1218,350,0.0,857,2002.0,1689,13265,70.6832298136646,148.0,59,5,8,1568,0.0,2002,2002,271000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1052,0.0,3.0,504,506,0.0,440,1971.0,1052,8816,80.0,80.0,0,7,6,1010,0.0,1971,1971,155000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1358,354.7066974595843,2.866718628215121,733,625,0.0,484,2010.0,1358,6371,44.0,128.0,35,5,7,1358,0.0,2009,2010,224000,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
798,354.7066974595843,3.0,0,798,0.0,595,2003.0,1640,7226,72.0,0.0,45,5,7,798,0.0,2003,2003,183000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
936,0.0,2.0,0,936,112.0,576,1974.0,936,6000,60.0,0.0,32,4,4,936,0.0,1953,1953,93000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
847,886.0,3.0,0,847,0.0,433,2003.0,1733,12394,70.6832298136646,0.0,48,5,7,847,0.0,2003,2003,225000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
944,545.0,3.0,0,778,0.0,240,1940.0,1489,9900,60.0,0.0,0,7,6,778,0.0,1940,1950,139500,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1489,0.0,3.0,0,1489,0.0,776,2006.0,1489,11216,81.0,0.0,140,5,8,1489,0.0,2006,2006,232600,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2084,354.7066974595843,2.0,1636,442,0.0,1220,2007.0,2084,14803,114.0,816.0,45,5,10,2078,0.0,2007,2008,385000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1434,0.0,3.0,20,1434,0.0,527,2001.0,1434,8529,65.0,0.0,39,5,7,1454,0.0,2001,2001,189000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1160,966.0,3.0,249,0,0.0,538,1967.0,2126,28698,70.6832298136646,0.0,0,5,5,1013,0.0,1967,1967,185000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
520,623.0,2.0,0,600,0.0,480,2005.0,1223,2544,24.0,0.0,166,5,7,600,0.0,2005,2005,147400,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1392,0.0,3.0,1040,352,0.0,458,1957.0,1392,11900,80.0,387.0,0,5,6,1392,0.0,1957,1957,166000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
520,600.0,2.0,0,600,0.0,480,2005.0,1200,3180,30.0,0.0,166,5,7,600,0.0,2005,2005,151000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
941,888.0,3.0,483,458,0.0,613,2003.0,1829,9548,44.0,223.0,39,6,7,941,0.0,2003,2003,237000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1516,0.0,3.0,196,975,0.0,472,1964.0,1516,10004,100.0,180.0,0,6,6,1516,0.0,1964,1964,167000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1144,0.0,3.0,572,572,0.0,456,1961.0,1144,7875,75.0,136.0,0,6,5,1144,0.0,1961,1961,139950,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1067,0.0,2.0,442,625,0.0,436,1996.0,1067,9600,60.0,0.0,0,7,4,1067,0.0,1950,1995,128000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1559,0.0,2.866718628215121,338,1221,0.0,812,1948.0,1559,8100,90.0,0.0,116,6,5,1559,0.0,1948,1973,153500,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
483,504.0,2.0,330,153,0.0,264,1973.0,987,1680,21.0,158.0,0,5,6,483,0.0,1973,1973,100000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1099,0.0,3.0,0,1099,0.0,352,1999.0,1099,9525,75.0,0.0,0,6,5,1099,0.0,1995,2006,144000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
768,432.0,3.0,352,416,0.0,240,1946.0,1200,11767,70.0,0.0,0,6,5,768,0.0,1946,1995,130500,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
810,672.0,2.866718628215121,156,516,0.0,400,1934.0,1482,12155,70.6832298136646,0.0,0,8,6,672,0.0,1925,1950,140000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
958,581.0,3.0,0,650,0.0,686,1983.0,1539,10440,60.0,0.0,78,8,5,650,0.0,1904,2002,157500,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1165,0.0,3.0,312,276,0.0,490,1966.0,1165,9020,82.0,183.0,129,7,6,1127,0.0,1966,1966,174900,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
876,540.0,4.0,0,876,0.0,720,1949.0,1416,12665,100.0,0.0,0,8,5,876,0.0,1915,1950,153900,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1701,0.0,3.0,1390,0,0.0,611,1975.0,1701,16647,70.6832298136646,0.0,0,5,5,1390,0.0,1975,1981,171000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1006,769.0,3.0,513,227,0.0,425,1993.0,1775,9317,75.0,137.0,72,5,7,740,0.0,1993,1993,213000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
864,0.0,2.866718628215121,460,404,0.0,338,1972.0,864,15523,36.0,0.0,0,6,5,864,0.0,1972,1972,133500,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1307,1051.0,5.0,0,907,0.0,360,1908.0,2358,45600,75.0,0.0,40,8,6,907,0.0,1908,1997,240000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1094,761.0,3.0,0,528,0.0,512,1976.0,1855,9600,80.0,360.0,100,7,6,528,0.0,1976,1994,187000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
848,0.0,1.0,659,189,0.0,420,2003.0,848,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,131500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1456,0.0,2.0,0,1273,0.0,400,2003.0,1456,3196,70.6832298136646,40.0,20,5,8,1273,143.0,2003,2003,215000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
918,728.0,4.0,364,554,0.0,240,1941.0,1646,7128,53.0,0.0,0,5,7,918,0.0,1941,1950,164000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1445,0.0,2.866718628215121,564,563,0.0,645,1964.0,1445,12095,70.6832298136646,115.0,0,6,6,1127,0.0,1964,1964,158000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1779,0.0,3.0,306,372,0.0,454,1955.0,1779,17920,102.0,0.0,418,4,5,1763,0.0,1955,1974,170000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1040,0.0,3.0,659,381,0.0,260,1962.0,1040,6897,70.6832298136646,0.0,104,8,5,1040,0.0,1962,2010,127000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1026,0.0,3.0,505,0,0.0,576,1981.0,1026,10970,70.6832298136646,0.0,0,6,6,940,0.0,1978,1978,147000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
702,779.0,3.0,0,702,0.0,343,1994.0,1481,8125,65.0,0.0,36,5,6,702,0.0,1994,1995,174000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1370,0.0,3.0,0,1090,0.0,479,1976.0,1370,10400,80.0,189.0,0,5,7,1090,0.0,1976,1976,152000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1512,1142.0,4.0,619,435,0.0,619,1968.0,2654,11029,70.6832298136646,220.0,65,7,6,1054,0.0,1968,1984,250000,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
912,514.0,3.0,0,912,0.0,216,1925.0,1426,7642,55.0,0.0,240,8,7,912,0.0,1918,1998,189950,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1039,0.0,3.0,841,198,0.0,504,1965.0,1039,11625,75.0,0.0,0,4,5,1039,0.0,1965,1965,131500,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1097,354.7066974595843,3.0,338,702,0.0,480,1986.0,1097,9672,81.0,0.0,0,5,6,1040,0.0,1984,1985,152000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1148,0.0,3.0,1148,0,0.0,672,1959.0,1148,7931,70.0,0.0,0,5,5,1148,0.0,1959,1959,132500,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1372,354.7066974595843,3.0,0,1372,0.0,529,2008.0,1372,8640,72.0,0.0,140,5,7,1372,0.0,2007,2008,250580,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1002,0.0,3.0,828,174,0.0,902,1973.0,1002,8750,70.6832298136646,76.0,0,6,5,1002,0.0,1970,1970,148500,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1646,0.0,3.0,0,1638,0.0,870,2007.0,1646,10656,67.0,274.0,80,5,8,1638,0.0,2006,2007,248900,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1120,0.0,3.0,932,108,0.0,544,1961.0,1120,6970,85.0,0.0,0,5,4,1040,0.0,1961,1961,129000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1547,720.0,2.0,0,0,0.0,672,1979.0,2320,14762,70.6832298136646,0.0,144,6,5,0,0.0,1948,1950,169000,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1062,887.0,3.0,750,300,0.0,574,1993.0,1949,9938,80.0,246.0,90,5,7,1050,0.0,1993,1994,236000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
